# Shopify Product Taxonomy: 0.3.0
gid://shopify/Taxonomy/Category/aa              : Apparel & Accessories
gid://shopify/Taxonomy/Category/sg-4-1-1-5      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Kayaks
gid://shopify/Taxonomy/Category/sg-4-1-1-5-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Kayaks > Creekboats
gid://shopify/Taxonomy/Category/sg-4-1-1-5-2    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Kayaks > Flatwater Kayaks
gid://shopify/Taxonomy/Category/sg-4-1-1-5-3    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Kayaks > Folding Kayaks
gid://shopify/Taxonomy/Category/sg-4-1-1-5-4    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Kayaks > Inflatable Kayaks
gid://shopify/Taxonomy/Category/sg-4-1-1-5-5    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Kayaks > Playboats
gid://shopify/Taxonomy/Category/sg-4-1-1-5-6    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Kayaks > Sit-On-Top Kayaks
gid://shopify/Taxonomy/Category/sg-4-1-1-5-7    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Kayaks > Slalom Kayaks
gid://shopify/Taxonomy/Category/sg-4-1-1-5-8    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Kayaks > Surf Kayaks
gid://shopify/Taxonomy/Category/sg-4-1-1-5-9    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Kayaks > Whitewater Kayaks
gid://shopify/Taxonomy/Category/sg-4-1-1-6      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Paddle Leashes
gid://shopify/Taxonomy/Category/sg-4-1-1-7      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Paddles & Oars
gid://shopify/Taxonomy/Category/sg-4-1-1-8      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Pedal Boats
gid://shopify/Taxonomy/Category/sg-4-1-1-9      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Row Boats
gid://shopify/Taxonomy/Category/sg-4-1-1-10     : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Rafting > Whitewater Rafts
gid://shopify/Taxonomy/Category/sg-4-1-2        : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel
gid://shopify/Taxonomy/Category/sg-4-1-2-1      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Drysuits
gid://shopify/Taxonomy/Category/sg-4-1-2-2      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Life Jacket Accessories
gid://shopify/Taxonomy/Category/sg-4-1-2-2-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Life Jacket Accessories > Life Jacket Lights
gid://shopify/Taxonomy/Category/sg-4-1-2-2-2    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Life Jacket Accessories > Life Jacket Storage Bags
gid://shopify/Taxonomy/Category/sg-4-1-2-2-3    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Life Jacket Accessories > Life Jacket Whistles
gid://shopify/Taxonomy/Category/sg-4-1-2-3      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Life Jackets
gid://shopify/Taxonomy/Category/sg-4-1-2-4      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Rash Guards & Swim Shirts
gid://shopify/Taxonomy/Category/sg-4-1-2-5      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Water Sport Helmets
gid://shopify/Taxonomy/Category/sg-4-1-2-6      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuit Pieces
gid://shopify/Taxonomy/Category/sg-4-1-2-6-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuit Pieces > Wetsuit Bottoms
gid://shopify/Taxonomy/Category/sg-4-1-2-6-2    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuit Pieces > Wetsuit Hoods, Gloves & Boots
gid://shopify/Taxonomy/Category/sg-4-1-2-6-2-1  : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuit Pieces > Wetsuit Hoods, Gloves & Boots > Wetsuit Boots
gid://shopify/Taxonomy/Category/sg-4-1-2-6-2-2  : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuit Pieces > Wetsuit Hoods, Gloves & Boots > Wetsuit Gloves
gid://shopify/Taxonomy/Category/sg-4-1-2-6-2-3  : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuit Pieces > Wetsuit Hoods, Gloves & Boots > Wetsuit Hoods
gid://shopify/Taxonomy/Category/sg-4-1-2-6-3    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuit Pieces > Wetsuit Tops
gid://shopify/Taxonomy/Category/sg-4-1-2-7      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits
gid://shopify/Taxonomy/Category/sg-4-1-2-7-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Full Wetsuits
gid://shopify/Taxonomy/Category/sg-4-1-2-7-2    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits
gid://shopify/Taxonomy/Category/sg-4-1-3        : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling
gid://shopify/Taxonomy/Category/sg-4-1-3-1      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Buoyancy Compensators
gid://shopify/Taxonomy/Category/sg-4-1-3-2      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Dive Computers
gid://shopify/Taxonomy/Category/sg-4-1-3-3      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Diving & Snorkeling Equipment Sets
gid://shopify/Taxonomy/Category/sg-4-1-3-4      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Diving & Snorkeling Fins
gid://shopify/Taxonomy/Category/sg-4-1-3-4-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Diving & Snorkeling Fins > Paddle Fins
gid://shopify/Taxonomy/Category/sg-4-1-3-4-2    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Diving & Snorkeling Fins > Split Fins
gid://shopify/Taxonomy/Category/sg-4-1-3-5      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Diving & Snorkeling Masks
gid://shopify/Taxonomy/Category/sg-4-1-3-6      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Diving Belts
gid://shopify/Taxonomy/Category/sg-4-1-3-7      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Diving Knives & Shears
gid://shopify/Taxonomy/Category/sg-4-1-3-7-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Diving Knives & Shears > Diving Knives
gid://shopify/Taxonomy/Category/sg-4-1-3-7-2    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Diving Knives & Shears > Diving Shears
gid://shopify/Taxonomy/Category/sg-4-1-3-8      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Diving Regulators
gid://shopify/Taxonomy/Category/sg-4-1-3-9      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Snorkels
gid://shopify/Taxonomy/Category/sg-4-1-3-9-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Snorkels > Dry Snorkels
gid://shopify/Taxonomy/Category/sg-4-1-3-9-2    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Snorkels > Semi-Dry Snorkels
gid://shopify/Taxonomy/Category/sg-4-1-3-9-3    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Diving & Snorkeling > Snorkels > Traditional Snorkels
gid://shopify/Taxonomy/Category/sg-4-1-4        : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Kitesurfing
gid://shopify/Taxonomy/Category/sg-4-1-4-1      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Kitesurfing > Kiteboard Cases
gid://shopify/Taxonomy/Category/sg-4-1-4-2      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Kitesurfing > Kiteboard Parts
gid://shopify/Taxonomy/Category/sg-4-1-4-2-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Kitesurfing > Kiteboard Parts > Kiteboard Fins
gid://shopify/Taxonomy/Category/sg-4-1-4-2-2    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Kitesurfing > Kiteboard Parts > Kiteboard Footstraps
gid://shopify/Taxonomy/Category/sg-4-1-4-2-3    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Kitesurfing > Kiteboard Parts > Kiteboard Handles
gid://shopify/Taxonomy/Category/sg-4-1-4-2-4    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Kitesurfing > Kiteboard Parts > Kiteboard Lines
gid://shopify/Taxonomy/Category/sg-4-1-4-3      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Kitesurfing > Kiteboards
gid://shopify/Taxonomy/Category/sg-4-1-4-4      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Kitesurfing > Kitesurfing & Windsurfing Harnesses
gid://shopify/Taxonomy/Category/sg-4-1-4-5      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Kitesurfing > Kitesurfing Kites
gid://shopify/Taxonomy/Category/sg-4-1-5        : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing
gid://shopify/Taxonomy/Category/sg-4-1-5-1      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Bodyboards
gid://shopify/Taxonomy/Category/sg-4-1-5-2      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Paddleboards
gid://shopify/Taxonomy/Category/sg-4-1-5-3      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Skimboards
gid://shopify/Taxonomy/Category/sg-4-1-5-4      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Surf Leashes
gid://shopify/Taxonomy/Category/sg-4-1-5-5      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Surfboard Cases & Bags
gid://shopify/Taxonomy/Category/sg-4-1-5-6      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Surfboard Fins
gid://shopify/Taxonomy/Category/sg-4-1-5-7      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Surfboard Wax
gid://shopify/Taxonomy/Category/sg-4-1-5-8      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Surfboards
gid://shopify/Taxonomy/Category/sg-4-1-5-8-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Surfboards > Longboard Surfboards
gid://shopify/Taxonomy/Category/sg-4-1-5-8-2    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Surfboards > Shortboard Surfboards
gid://shopify/Taxonomy/Category/sg-4-1-5-8-3    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Surfboards > Stand Up Paddle Boards
gid://shopify/Taxonomy/Category/sg-4-1-5-8-4    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Surfboards > Waveskis
gid://shopify/Taxonomy/Category/sg-4-1-5-9      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Surfing Gloves
gid://shopify/Taxonomy/Category/sg-4-1-5-10     : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Surfing > Surfing Tail Pads
gid://shopify/Taxonomy/Category/sg-4-1-6        : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming
gid://shopify/Taxonomy/Category/sg-4-1-6-1      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Child Swimming Aids
gid://shopify/Taxonomy/Category/sg-4-1-6-1-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Child Swimming Aids > Swim Armbands
gid://shopify/Taxonomy/Category/sg-4-1-6-1-2    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Child Swimming Aids > Swim Boards
gid://shopify/Taxonomy/Category/sg-4-1-6-1-3    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Child Swimming Aids > Swim Buoys
gid://shopify/Taxonomy/Category/sg-4-1-6-1-4    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Child Swimming Aids > Swim Discs
gid://shopify/Taxonomy/Category/sg-4-1-6-1-5    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Child Swimming Aids > Swim Fins
gid://shopify/Taxonomy/Category/sg-4-1-6-1-6    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Child Swimming Aids > Swim Kickboards
gid://shopify/Taxonomy/Category/sg-4-1-6-1-7    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Child Swimming Aids > Swim Rings
gid://shopify/Taxonomy/Category/sg-4-1-6-1-8    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Child Swimming Aids > Swim Seats
gid://shopify/Taxonomy/Category/sg-4-1-6-1-9    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Child Swimming Aids > Swim Trainers
gid://shopify/Taxonomy/Category/sg-4-1-6-1-10   : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Child Swimming Aids > Swim Vests
gid://shopify/Taxonomy/Category/sg-4-1-6-2      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Hand Paddles
gid://shopify/Taxonomy/Category/sg-4-1-6-3      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Kickboards
gid://shopify/Taxonomy/Category/sg-4-1-6-4      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Pull Buoys
gid://shopify/Taxonomy/Category/sg-4-1-6-5      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Swim Belts
gid://shopify/Taxonomy/Category/sg-4-1-6-6      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Swim Caps
gid://shopify/Taxonomy/Category/sg-4-1-6-7      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Swim Gloves
gid://shopify/Taxonomy/Category/sg-4-1-6-8      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Swim Goggle & Mask Accessories
gid://shopify/Taxonomy/Category/sg-4-1-6-8-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Swim Goggle & Mask Accessories > Goggles Lenses
gid://shopify/Taxonomy/Category/sg-4-1-6-8-2    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Swim Goggle & Mask Accessories > Swim Goggle & Mask Cases
gid://shopify/Taxonomy/Category/sg-4-1-6-9      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Swim Goggles & Masks
gid://shopify/Taxonomy/Category/sg-4-1-6-10     : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Swim Weights
gid://shopify/Taxonomy/Category/sg-4-1-6-11     : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Swimming Fins
gid://shopify/Taxonomy/Category/sg-4-1-6-11-1   : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Swimming Fins > Monofins
gid://shopify/Taxonomy/Category/sg-4-1-6-11-2   : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Swimming Fins > Training Fins
gid://shopify/Taxonomy/Category/sg-4-1-6-12     : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Swimming Machines
gid://shopify/Taxonomy/Category/sg-4-1-6-13     : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Swimming > Swimming Nose Clips
gid://shopify/Taxonomy/Category/sg-4-1-7        : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports
gid://shopify/Taxonomy/Category/sg-4-1-7-1      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Kneeboarding
gid://shopify/Taxonomy/Category/sg-4-1-7-1-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Kneeboarding > Kneeboards
gid://shopify/Taxonomy/Category/sg-4-1-7-2      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Towable Rafts & Tubes
gid://shopify/Taxonomy/Category/sg-4-1-7-3      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Towed Water Sport Gloves
gid://shopify/Taxonomy/Category/sg-4-1-7-4      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Wakeboarding
gid://shopify/Taxonomy/Category/sg-4-1-7-4-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Wakeboarding > Kiteboard & Wakeboard Bindings
gid://shopify/Taxonomy/Category/sg-4-1-7-4-2    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Wakeboarding > Wakeboard Parts
gid://shopify/Taxonomy/Category/sg-4-1-7-4-2-1  : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Wakeboarding > Wakeboard Parts > Wakeboard Bindings
gid://shopify/Taxonomy/Category/sg-4-1-7-4-2-2  : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Wakeboarding > Wakeboard Parts > Wakeboard Fins
gid://shopify/Taxonomy/Category/sg-4-1-7-4-2-3  : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Wakeboarding > Wakeboard Parts > Wakeboard Handles
gid://shopify/Taxonomy/Category/sg-4-1-7-4-2-4  : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Wakeboarding > Wakeboard Parts > Wakeboard Ropes
gid://shopify/Taxonomy/Category/sg-4-1-7-4-3    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Wakeboarding > Wakeboards
gid://shopify/Taxonomy/Category/sg-4-1-7-5      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Water Skiing
gid://shopify/Taxonomy/Category/sg-4-1-7-5-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Water Skiing > Sit-Down Hydrofoils
gid://shopify/Taxonomy/Category/sg-4-1-7-5-2    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Water Skiing > Water Ski Bindings
gid://shopify/Taxonomy/Category/sg-4-1-7-5-3    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Water Skiing > Water Ski Cases & Bags
gid://shopify/Taxonomy/Category/sg-4-1-7-5-4    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Water Skiing > Water Skis
gid://shopify/Taxonomy/Category/sg-4-1-7-5-4-1  : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Water Skiing > Water Skis > Combo Water Skis
gid://shopify/Taxonomy/Category/sg-4-1-7-5-4-2  : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Water Skiing > Water Skis > Slalom Water Skis
gid://shopify/Taxonomy/Category/sg-4-1-7-5-4-3  : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Water Skiing > Water Skis > Trick Water Skis
gid://shopify/Taxonomy/Category/sg-4-1-7-6      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Towed Water Sports > Water Sport Tow Cables
gid://shopify/Taxonomy/Category/sg-4-1-8        : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Watercraft Storage Racks
gid://shopify/Taxonomy/Category/sg-4-1-8-1      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Watercraft Storage Racks > Boat Storage Racks
gid://shopify/Taxonomy/Category/sg-4-1-8-2      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Watercraft Storage Racks > Water Sport Board Storage Racks
gid://shopify/Taxonomy/Category/sg-4-1-9        : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Windsurfing
gid://shopify/Taxonomy/Category/sg-4-1-9-1      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Windsurfing > Windsurfing Board Parts
gid://shopify/Taxonomy/Category/sg-4-1-9-1-1    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Windsurfing > Windsurfing Board Parts > Windsurfing Board Fins
gid://shopify/Taxonomy/Category/sg-4-1-9-1-2    : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Windsurfing > Windsurfing Board Parts > Windsurfing Board Masts
gid://shopify/Taxonomy/Category/sg-4-1-9-2      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Windsurfing > Windsurfing Boards
gid://shopify/Taxonomy/Category/sg-4-1-9-3      : Sporting Goods > Outdoor Recreation > Boating & Water Sports > Windsurfing > Windsurfing Sails
gid://shopify/Taxonomy/Category/sg-4-2          : Sporting Goods > Outdoor Recreation > Camping & Hiking
gid://shopify/Taxonomy/Category/sg-4-2-1        : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camp Furniture
gid://shopify/Taxonomy/Category/sg-4-2-1-1      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camp Furniture > Air Mattress & Sleeping Pad Accessories
gid://shopify/Taxonomy/Category/sg-4-2-1-1-1    : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camp Furniture > Air Mattress & Sleeping Pad Accessories > Air Mattress & Sleeping Pad Pumps
gid://shopify/Taxonomy/Category/sg-4-2-1-1-2    : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camp Furniture > Air Mattress & Sleeping Pad Accessories > Air Mattress & Sleeping Pad Repair Kits
gid://shopify/Taxonomy/Category/sg-4-2-1-2      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camp Furniture > Air Mattresses
gid://shopify/Taxonomy/Category/sg-4-2-1-3      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camp Furniture > Cots
gid://shopify/Taxonomy/Category/sg-4-2-2        : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Cookware & Dinnerware
gid://shopify/Taxonomy/Category/sg-4-2-2-1      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Cookware & Dinnerware > Camping Cups
gid://shopify/Taxonomy/Category/sg-4-2-2-2      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Cookware & Dinnerware > Camping Plates
gid://shopify/Taxonomy/Category/sg-4-2-2-3      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Cookware & Dinnerware > Camping Pots
gid://shopify/Taxonomy/Category/sg-4-2-2-4      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Cookware & Dinnerware > Camping Utensils
gid://shopify/Taxonomy/Category/sg-4-2-3        : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Lights & Lanterns
gid://shopify/Taxonomy/Category/sg-4-2-4        : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools
gid://shopify/Taxonomy/Category/sg-4-2-4-1      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Camping Clips
gid://shopify/Taxonomy/Category/sg-4-2-4-2      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Camping Oil
gid://shopify/Taxonomy/Category/sg-4-2-4-3      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Camping Pens
gid://shopify/Taxonomy/Category/sg-4-2-4-4      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Camping Sandbags
gid://shopify/Taxonomy/Category/sg-4-2-4-5      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Camping Toothpicks
gid://shopify/Taxonomy/Category/sg-4-2-4-6      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Camping Tweezers
gid://shopify/Taxonomy/Category/sg-4-2-4-7      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives
gid://shopify/Taxonomy/Category/sg-4-2-4-7-1    : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives > Locking Blade Knives
gid://shopify/Taxonomy/Category/sg-4-2-4-7-2    : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives > Peasant Knives
gid://shopify/Taxonomy/Category/sg-4-2-4-7-3    : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Hunting & Survival Knives > Slip Joint Knives
gid://shopify/Taxonomy/Category/sg-4-2-4-8      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Camping Tools > Multifunction Tools & Knives
gid://shopify/Taxonomy/Category/sg-4-2-5        : Sporting Goods > Outdoor Recreation > Camping & Hiking > Chemical Hand Warmers
gid://shopify/Taxonomy/Category/sg-4-2-6        : Sporting Goods > Outdoor Recreation > Camping & Hiking > Compression Sacks
gid://shopify/Taxonomy/Category/sg-4-2-7        : Sporting Goods > Outdoor Recreation > Camping & Hiking > Hiking Pole Accessories
gid://shopify/Taxonomy/Category/sg-4-2-7-1      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Hiking Pole Accessories > Hiking Pole Baskets
gid://shopify/Taxonomy/Category/sg-4-2-7-2      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Hiking Pole Accessories > Hiking Pole Guard Kits
gid://shopify/Taxonomy/Category/sg-4-2-7-3      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Hiking Pole Accessories > Hiking Pole Hand Guards
gid://shopify/Taxonomy/Category/sg-4-2-7-4      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Hiking Pole Accessories > Hiking Pole Thumb Guards
gid://shopify/Taxonomy/Category/sg-4-2-7-5      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Hiking Pole Accessories > Hiking Pole Thumb Straps
gid://shopify/Taxonomy/Category/sg-4-2-7-6      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Hiking Pole Accessories > Hiking Pole Tips
gid://shopify/Taxonomy/Category/sg-4-2-7-7      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Hiking Pole Accessories > Hiking Pole Wrist Straps
gid://shopify/Taxonomy/Category/sg-4-2-8        : Sporting Goods > Outdoor Recreation > Camping & Hiking > Hiking Poles
gid://shopify/Taxonomy/Category/sg-4-2-9        : Sporting Goods > Outdoor Recreation > Camping & Hiking > Mosquito Nets & Insect Screens
gid://shopify/Taxonomy/Category/sg-4-2-9-1      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Mosquito Nets & Insect Screens > Box Mosquito Nets
gid://shopify/Taxonomy/Category/sg-4-2-9-2      : Sporting Goods > Outdoor Recreation > Camping & Hiking > Mosquito Nets & Insect Screens > Pyramid Mosquito Nets
